@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_High numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute MOEX_Now numeric
@attribute Nifty_Now numeric
@attribute S&P_Now numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_High numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_High numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_High numeric
@attribute CHF_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute SMI_Now numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute AUD_KRW_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Now numeric
@attribute IBEX_Now numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Low numeric
@attribute FTSE_Now_y numeric
@attribute FTSE_High_y numeric
@attribute IDX_Now numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Low numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Open numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute USD_JPY_Now numeric
@attribute USD_JPY_Low numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2009-11-6, 20.22, 1.95, 2.33, -2.47, 17.7, 33.8, -0.3, 0.025, 0.019, 0.002, 0.41, -1.24, -0.26, 903.15, 687.39, 1049.87, 36.69, 41.0, -8.79, 20.04, 54.75, 20.13, 5.65, 2.15, -0.035, -0.035, 3.38, 8.9, 49.8, 11.27, 24.22, 22.61, 0.315, -2.33, -1.145, -0.22, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 0.006999999999999999, 1.23, 0.58, 7.04, 0.004, -0.0034, -0.0003, 0.001, 1026.0, 325.0, 225.0, 304.83, 261.66, 492.91, 18.09, 25.89, -24.28, 203.82, 81.4, 62.04, 1.35, 6.8, 11.87, 7.49, -2.83, 6.97, 2.6, 7.24, -0.0006, 18.03, -9.32, 4.89, 0.41, 3.39, 161.2, 222.3, -36.4, 0.0066, 196.51, 274.36, -4.65, 0.033, 0.033, 0.033, 0.033, -0.0006, -0.0008, -7.69, 2.4, -15.8, -1.9, -1.3, 6.06, 6.06, 3.54, 109.5, -7.17, 15.82, 0.0172, -0.2659, -0.0874, 0.0636, 0.1, -0.04, 17.91, 33.93, 11.72
2009-11-9, 4.33, -0.69, 0.63, 3.92, 17.1, 4.4, 41.0, -0.0155, -0.0635, -0.278, -1.13, -0.63, -1.17, -349.59, 263.99, -113.31, 7.33, 14.86, 54.41, -16.58, 30.6, 2.67, 4.83, 12.02, -0.004, -0.014, -15.19, -12.79, 7.12, 10.66, 12.3, 12.63, -0.995, 0.26, -0.535, -1.03, -0.026, -0.026, -0.026, -0.026, -8.77, -2.68, -10.02, 0.0082, 0.0038, 0.01, 0.0004, -553.0, 635.0, 220.0, 133.28, 24.95, 183.39, 8.41, 10.46, 33.31, 17.46, 33.33, 90.69, -3.2, -2.74, -0.08, 7.42, -1.11, -9.44, -8.71, -12.15, 0.0091, -0.8, 14.11, 2.87, 11.51, -5.36, 31.7, 6.6, 142.0, 0.0053, -32.6, 35.4, 27.9, 0.008, 0.008, 0.008, 0.008, 0.0034, 0.0036, -4.46, -7.7, -0.8, -4.3, -8.4, 11.47, 13.575, 18.23, 69.72, 78.88, 56.94, 0.0332, 0.0303, -0.0818, -0.0892, -0.92, -0.38, 12.63, 4.35, 33.98
2009-11-10, 5.51, 7.32, 4.85, 6.86, 92.5, 81.0, 64.8, -0.0725, -0.0275, 0.21600000000000005, -1.9, -1.75, -1.45, 1748.21, 1141.89, 888.34, 131.47, 99.29, 103.8, 62.7, 102.25, 23.78, 21.71, 12.99, 0.016, 0.04, -2.38, -3.79, 41.62, 38.97, 36.44, 39.91, -1.68, -1.28, -1.55, -1.27, -0.017, -0.017, -0.017, -0.017, -2.87, -8.18, -2.24, -0.0176, 0.0057, -0.0033, -0.0065, 1847.0, 980.0, 1650.0, 777.62, 761.51, 286.81, 91.53, 74.33, 112.81, 203.52, 171.85, 122.13, 1.15, 18.98, 10.93, 7.3, 4.56, -6.3, -5.95, 1.95, 0.0103, 11.96, 6.41, 8.29, 9.01, -0.45, 236.2, 189.1, 262.2, 0.0098, 516.29, 343.67, 11.32, -0.049, -0.049, -0.049, -0.049, 0.0196, 0.0127, -10.44, -13.0, -9.4, -10.0, -9.9, 11.47, 13.575, 18.23, 236.46, 228.69, 151.76, -0.1588, 0.02, -0.0284, -0.0008, 0.0, 0.11, 52.59, 42.42, 40.13
2009-11-11, 12.52, -1.2, 0.92, 2.21, -4.7, 24.3, 78.8, 0.026, -0.02, -0.039, 0.97, -0.56, 0.13, 89.14, 473.15, 1230.62, -6.52, 24.73, 88.21, 18.18, -16.7, -0.07, 3.23, 15.09, -0.005, -0.032, 2.92, 5.81, -2.98, 18.78, 6.58, 13.12, 0.4, -1.35, -0.43, 0.11, -0.006, -0.006, -0.006, -0.006, 3.13, 2.29, 3.65, -0.0072, -0.0162, -0.0141, -0.0061, 95.0, 575.0, 420.0, 141.96, 307.44, 627.48, -16.04, 7.99, 18.92, 20.03, 51.4, 127.5, -6.0, -2.48, 0.61, 12.03, 4.33, 3.05, -0.54, -4.5, 0.0013, -5.34, 6.44, 1.26, 0.02, -2.67, -2.8, 75.1, 124.0, -0.0018, -52.27, 165.21, -24.48, -0.03, -0.03, -0.03, -0.03, -0.0034, 0.0053, 10.63, 3.1, -10.0, -5.2, 1.3, -0.1, 1.68, 1.74, -60.14, -1.39, 118.54, 0.058, -0.1445, -0.0321, 0.0002, -0.17, -0.05, -18.95, 15.63, 10.22
2009-11-12, -22.09, 4.71, 4.54, 4.05, 36.3, 36.8, 9.0, 0.02, -0.014, 0.093, -0.66, 0.02, -0.35, 127.75, 461.61, 322.15, 55.15, 55.01, 30.54, -6.61, 122.25, 5.5, 8.95, 6.41, 0.005, 0.049, -1.63, -5.46, 15.82, 19.29, 17.27, 13.98, -0.15, 0.34, -0.04, -0.34, -0.034, -0.034, -0.034, -0.034, -1.3, 0.95, -2.84, -0.0038, -0.0063, -0.0102, -0.0049, 54.0, 605.0, 330.0, 309.44, 258.81, 246.67, 5.6, 23.75, -4.17, 44.29, 57.05, 69.07, -1.35, 6.57, 6.42, 4.89, 0.06, -20.92, 0.56, -16.43, -0.0017, 5.74, 0.31, 3.36, 4.38, -3.11, -12.6, 1.7, 7.1, -0.0064, 252.94, 228.5, 21.93, 0.016, 0.016, 0.016, 0.016, -0.0007, 0.0006, 1.23, -1.2, 2.6, -0.4, -2.6, 9.55, 7.06, 8.98, 13.01, 72.79, 50.45, -0.0112, 0.0504, 0.024, -0.024, 0.22, -0.4, 12.63, -10.99, 9.33
2009-11-13, -0.74, -0.91, 0.0, -0.1, 9.7, 3.8, 23.6, 0.0165, 0.0155, -0.001, 0.56, -0.23, 0.37, -1983.3, -556.5, -1708.8, -4.39, 20.49, -0.32, -0.41, -51.3, -11.27, -3.4, -8.91, -0.019, -0.055, -10.15, -8.97, -17.88, 0.45, 1.28, -9.42, 0.51, -0.16, -0.21, 0.32, 0.0, 0.0, 0.0, 0.0, -7.01, -3.69, -6.53, 0.0099, -0.0041, 0.0073, -0.0019, -2069.0, -700.0, -1300.0, -337.79, -16.71, -47.71, -18.94, -45.09, -24.55, -93.79, -16.17, -59.55, -2.05, 5.81, 8.72, 4.86, 1.81, 8.6, -21.15, -0.68, -0.0074, -12.39, 1.63, -1.14, -8.42, -4.25, 33.1, 22.8, -27.5, -0.002, -57.13, -42.78, 16.4, 0.0, 0.0, 0.0, 0.0, -0.0067, -0.0074, 3.58, 4.0, -3.7, -1.6, 2.0, 0.04, -1.5, -1.43, -78.99, -103.55, -89.08, -0.0306, -0.0148, -0.0478, -0.0513, 0.36, 0.36, 2.95, -5.08, -11.28
2009-11-16, 20.48, 0.31, -2.07, -1.85, 19.9, -7.5, -2.8, 0.001, 0.006999999999999999, 0.014, -0.6, 0.25, -0.52, 877.7, -825.49, -90.01, 22.87, -25.87, -17.09, -5.51, 46.3, 6.24, -4.18, 0.43, 0.026, 0.013, 2.44, -9.14, 18.86, -10.3, -7.14, 0.09, -0.54, 0.52, 0.21, -0.45, -0.021, -0.021, -0.021, -0.021, 2.79, -6.3, -4.91, -0.0051, 0.0113, -0.0009, 0.0059, 858.0, -900.0, -590.0, 242.24, -193.83, -73.05, -4.68, -21.54, -35.27, 73.0, -8.92, 5.29, 0.45, -2.92, -5.33, -0.96, -3.62, 4.6, 6.45, 6.19, 0.0109, 5.96, -11.03, -7.73, -3.1, 2.69, 32.5, -47.8, -3.3, 0.0053, 74.73, -149.06, 6.52, 0.055, 0.055, 0.055, 0.055, 0.0098, 0.0008, -6.44, -4.2, 6.0, 1.6, -3.45, 4.855, 7.745, 7.56, 46.92, -38.71, -8.26, 0.0456, -0.0214, -0.0091, 0.0397, -0.61, -0.18, 25.54, 28.94, 29.2
2009-11-17, -6.49, 4.79, 4.49, 5.1, 86.3, 99.6, 45.1, -0.0865, 0.0375, -0.03, -0.94, -0.64, -0.08, 1301.46, 1107.85, 1096.67, 117.99, 112.33, 101.78, 54.91, 59.1, 15.82, 15.9, 8.8, 0.131, 0.131, -2.83, 8.33, 29.97, 20.63, 33.27, 31.08, -0.81, -0.48, -0.58, -0.05, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, -0.07400000000000001, -1.15, 3.06, 5.75, -0.003, -0.0027, -0.0026, -0.0046, 1290.0, 1075.0, 1700.0, 199.055, 254.185, 229.635, 71.73, 78.37, 87.27, 136.49, 133.54, 104.6, 5.25, 7.57, 3.99, 4.98, 4.27, 5.71, 12.95, 10.35, 0.0037, 16.59, 7.45, 17.38, 11.92, 0.13, 119.9, 138.5, 156.0, 0.0099, 336.24, 424.15, 41.88, -0.013, -0.013, -0.013, -0.013, 0.0054, 0.0082, 2.05, -6.3, -6.2, -4.5, -0.35, 4.855, 7.745, 7.56, 104.58, 122.37, 85.61, 0.0168, 0.0678, 0.0472, 0.0711, -0.65, -0.71, 28.85, 26.05, 29.38
2009-11-18, 17.99, -1.08, 0.7, 0.72, -36.8, -14.3, 40.6, 0.0555, -0.0695, -0.021, 0.82, -0.13, -0.28, 778.89, 512.96, 906.32, -26.39, -10.52, 43.07, -11.57, 4.2, 1.02, -3.17, 8.06, 0.004, 0.014, -5.07, -6.82, 5.93, 12.81, -1.54, 8.55, 0.585, -0.81, -0.175, -0.25, -0.026, -0.026, -0.026, -0.026, -5.81, -1.41, -5.92, 0.0039, -0.006, 0.0077, 0.0038, 684.0, 515.0, 230.0, 199.055, 254.185, 229.635, -46.41, -11.67, -16.27, 30.46, -0.07, 51.16, -0.6, -10.49, -0.87, -3.58, -4.04, 6.0, 3.07, 8.7, -0.0073, -0.53, 14.04, -2.05, 8.59, 2.92, -27.5, 9.0, 18.5, 0.0086, -239.26, -82.52, 5.11, -0.077, -0.077, -0.077, -0.077, -0.0032, 0.0012, -2.78, 4.6, -1.8, -1.3, -2.0, 3.17, -1.45, -2.46, 117.74, 91.84, 94.96, 0.0183, -0.0041, 0.0246, 0.029, 0.22, -0.03, -8.27, -0.98, 4.17
2009-11-19, 16.57, -1.66, -0.27, -2.36, -3.8, -10.6, -5.4, -0.012, -0.021, -0.07, -0.3, -0.39, 0.29, -890.32, 650.5, 262.36, 9.18, 40.95, 10.13, 18.21, -7.55, -0.52, 0.58, 0.51, 0.003, 0.026, 9.15, 3.23, -10.64, 9.75, -3.63, -5.38, -0.135, 0.59, -0.255, 0.25, 0.043, 0.043, 0.043, 0.043, 6.45, -1.36, 2.18, 0.0027, 0.0031, -0.0036, -0.0015, -693.0, 590.0, 730.0, -343.58, -100.05, -161.65, -7.43, 9.41, 1.19, -11.11, 5.52, 11.64, 2.3, 1.36, -2.3, 0.94, -4.56, -9.86, -5.09, -3.78, -0.0042, -2.19, -0.29, -0.84, -1.16, -6.42, 75.0, 86.5, 70.7, -0.004, -46.44, -48.55, 10.44, 0.033, 0.033, 0.033, 0.033, -0.0006, 0.0022, -2.13, -1.1, 2.6, -2.0, 1.9, -2.2, 4.65, 2.31, 22.69, 70.62, 102.28, -0.0159, 0.0299, -0.0427, 0.0004, 0.15, 0.29, -1.61, 13.99, 2.65
2009-11-20, 0.06, -6.11, -3.58, -5.6, -74.4, -28.3, -77.4, -0.1105, 0.0115, -0.067, 1.2, 1.05, 0.26, -188.39, -1495.28, -947.05, -85.43, -51.44, -82.02, -36.3, -65.7, -14.9, -4.66, -14.3, -0.029, -0.036000000000000004, 7.26, 7.6, -36.32, -23.5, -23.64, -38.58, 1.095, -0.14, 0.965, 0.25, -0.024, -0.024, -0.024, -0.024, 4.16, 2.68, 4.04, 0.0094, 0.0034, 0.0106, 0.0094, -105.0, -1525.0, -1395.0, -238.95, -354.93, -379.06, -82.16, -79.59, -94.73, -93.87, -45.95, -103.92, -3.0, -14.44, -6.43, -15.49, -3.15, 3.94, -4.9, -6.36, -0.009000000000000001, -14.47, -5.71, -5.86, -14.21, 4.65, -188.2, -72.9, -182.3, -0.0108, -511.52, -198.04, -15.44, 0.001, 0.001, 0.001, 0.001, -0.0147, -0.0158, -4.93, 8.5, -0.6, 7.4, 2.45, -0.41, -9.16, -5.12, -52.39, -49.55, -120.48, 0.1455, -0.0253, 0.1232, 0.0001, -0.48, -0.38, -39.83, -22.21, -43.44
2009-11-23, -1.55, -3.28, -3.49, -3.18, -16.3, -34.4, -30.2, 0.059, -0.042, 0.002, -0.51, 1.0, 0.82, 241.065, 400.445, 394.145, -39.03, -47.3, -50.31, -1.37, 63.45, -3.52, -11.78, -1.59, 0.027000000000000003, 0.01, -11.92, -4.62, -10.78, -31.3, -26.43, -4.53, -0.465, 1.03, 0.885, 0.72, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, 0.027000000000000003, -8.33, 3.57, -3.19, 0.0064, 0.0088, 0.0043, 0.0068, 155.5, 452.5, 517.5, -151.16, -150.07, -3.83, -9.35, -34.18, -40.8, -14.28, -47.92, 11.19, -0.45, 0.13, -6.67, -1.82, -0.57, -23.03, 6.82, -15.81, -0.0053, -1.0, -11.44, -10.09, -1.19, -4.22, -126.9, -87.5, -114.8, -0.0147, -311.54, -452.06, 18.57, 0.011, 0.011, 0.011, 0.011, -0.0063, -0.0072, 1.06, -3.6, 8.0, 6.9, 5.6, 6.28, 6.76, 6.855, -20.97, -52.39, 24.35, -0.0265, 0.1406, 0.0526, 0.1069, -0.03, 0.04, -2.15, -24.09, -3.95
2009-11-24, -12.63, 7.01, 2.58, 3.29, 104.1, 70.1, 27.4, -0.0575, 0.0015, 0.079, -1.01, -0.98, -1.09, 241.065, 400.445, 394.145, 138.33, 78.65, 51.05, 20.9, 51.1, 14.86, 17.72, 8.05, 0.029, 0.061, 2.15, 3.83, 29.97, 23.88, 39.42, 31.71, -0.85, -0.47, -0.94, -0.88, -0.016, -0.016, -0.016, -0.016, 2.43, -6.4, 2.55, -0.0139, 0.0072, -0.0019, -0.0071, 155.5, 452.5, 517.5, 459.66, 339.3, 99.97, 132.78, 110.4, 86.24, 132.79, 146.99, 82.53, 1.7, 23.9, 17.35, 4.3, -4.55, 0.72, -24.39, -0.2, 0.0092, 10.13, 4.23, 14.76, 8.79, -2.03, 221.2, 33.7, 130.7, 0.0014, 444.76, 82.83, -5.94, 0.002, 0.002, 0.002, 0.002, 0.0071, 0.0038, -4.47, -6.65, -3.85, -7.25, -7.0, 6.28, 6.76, 6.855, 44.69, 137.54, 70.54, -0.0792, -0.0185, -0.0602, -0.0734, 0.04, -0.11, 38.46, 22.61, 21.04
2009-11-25, 5.46, -1.18, 0.34, 1.58, -31.5, -4.6, 57.7, -0.004, -0.043, -0.151, 0.47, -0.46, -0.17, 507.6, -48.23, -366.24, -32.17, -9.0, 56.19, -23.93, -13.0, -0.59, -4.82, 2.77, -0.022, -0.051, 3.52, 2.17, -6.83, 5.74, -14.35, -13.55, 0.34, -0.84, -0.33, -0.13, -0.049, -0.049, -0.049, -0.049, 3.24, 2.14, 2.75, 0.0027, -0.0142, -0.006999999999999999, 0.0012, 394.0, -475.0, -600.0, -164.18, -99.95, 110.28, -12.71, 8.66, 46.65, -17.24, -35.74, 15.49, -0.25, -9.93, -0.44, 13.85, -0.8, 0.2, 0.13, 0.69, -0.0069, -2.23, 5.36, -6.52, -3.25, -1.01, -35.3, -2.9, -24.9, 0.0024, -247.99, -23.89, -9.54, -0.02, -0.02, -0.02, -0.02, -0.0057, -0.0017, 1.54, 2.7, -6.65, -2.6, -1.1, 4.14, 1.96, 0.0, -84.39, -95.17, -39.7, 0.0919, -0.0924, 0.0113, 0.009000000000000001, -0.32, -0.21, -18.98, -4.97, 1.83
2009-11-26, -12.36, 2.38, 0.4, 1.19, 40.8, -2.7, 14.9, 0.1065, 0.0535, -0.05, -0.16, -0.23, 0.43, 600.08, 680.05, 1271.56, 33.71, 11.51, 8.29, -19.05, 17.6, 4.98, 3.62, 7.12, 0.054000000000000006, 0.016, 19.08, 6.16, 6.87, -0.69, 3.47, 14.84, -0.13, 0.37, -0.22, 0.32, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, -0.036000000000000004, 13.93, 11.99, 4.91, -0.0133, 0.0021, -0.0059, -0.0102, 724.0, 920.0, 1250.0, 402.05, 226.34, 149.02, 24.67, 7.23, 31.05, 30.69, 24.94, 50.03, 2.75, 5.88, -1.68, -2.36, 8.48, 14.99, 10.09, 5.98, 0.0123, -0.39, -1.18, 0.27, 5.83, 1.68, 60.6, 48.5, 92.6, 0.0078, 33.4, -49.02, -10.35, -0.001, -0.001, -0.001, -0.001, 0.0048, 0.0033, 8.93, -0.95, 3.2, -1.65, 2.75, 8.76, 15.8, 11.25, 97.27, 4.9, 0.0, 0.1714, 0.0948, 0.1456, 0.0926, -1.26, -1.15, 0.59, -2.85, -4.6
2009-11-27, -75.02, -11.52, -3.12, -9.3, -170.7, -7.4, -134.6, 0.0245, 0.0595, 0.2, 0.74, 0.69, -0.3, -1525.28, -85.67, -1005.17, -188.85, -40.57, -156.88, -43.15, -102.6, -9.57, -2.855, -10.505, -0.036000000000000004, 0.03, -6.81, 4.68, -18.805, -29.02, -11.605, -28.035, 0.695, -0.26, 0.605, -0.31, -0.0305, -0.0305, -0.0305, -0.0305, -2.23, 5.56, 5.61, 0.0155, -0.0128, 0.0038, -0.0002, -1683.0, -795.0, -1140.0, -916.21, -10.02, -478.01, -138.82, -50.77, -134.65, -77.24, -30.685, -103.16, -0.425, -31.74, -3.84, -24.17, 1.0, -15.0, 2.2, -9.54, -0.0215, -7.49, -4.265, -4.99, -7.42, -4.32, -308.3, -117.0, -261.4, -0.0108, -819.4, -287.11, -68.01, -0.065, -0.065, -0.065, -0.065, -0.0216, -0.0208, 1.15, 5.35, -0.5, 4.7, -0.9, -11.92, -4.02, -6.27, -200.1, -10.67, -111.31, 0.188, 0.1622, 0.192, 0.1393, -2.2, -2.35, -77.13, -31.5, -73.88
2009-11-30, 31.1, 2.8, -4.44, -5.62, 51.6, -93.8, -85.6, 0.1665, 0.1565, 0.113, 2.3, 2.15, 0.95, 690.35, -825.5, -498.34, 71.44, -66.59, -77.5, 17.12, -63.8, -9.57, -2.855, -10.505, -0.036000000000000004, 0.03, 18.03, -2.94, -18.805, -29.02, -11.605, -28.035, 2.02, 0.6, 1.91, 0.85, -0.0305, -0.0305, -0.0305, -0.0305, 12.28, 5.71, -1.08, 0.0012, 0.0135, 0.0127, 0.0136, 799.0, -65.0, -510.0, 327.62, -236.84, -88.82, 53.28, -29.11, -83.39, -77.24, -30.685, -103.16, -0.425, 12.85, -17.07, -12.38, -7.5, 20.79, 7.56, -4.57, -0.0055, -7.49, -4.265, -4.99, -7.42, 11.66, 119.3, -75.3, -223.4, -0.0194, 282.83, -327.57, 11.16, 0.04, 0.04, 0.04, 0.04, 0.0022, -0.0021, 3.78, 15.65, 3.65, 14.8, 6.15, 1.835, -3.31, -1.025, 27.61, -96.96, -128.46, 0.1745, 0.1664, 0.322, 0.1996, 1.39, 0.24, 30.42, -24.35, -43.26
2009-12-1, 14.12, -3.62, -0.55, 4.64, -55.0, -0.6, 86.9, -0.17600000000000002, -0.069, -0.091, -1.39, -0.89, 0.07, -37.71, 459.25, 1138.53, -59.66, -0.19, 88.34, -1.09, 90.95, 4.14, -8.23, 2.51, 0.054000000000000006, -0.041, -12.36, 11.35, 6.16, 19.97, -8.48, 6.71, -1.235, 2.08, -0.435, 0.07, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, -10.96, -0.7, 5.93, -0.0064, -0.0012, -0.013, -0.005, 98.0, 410.0, 1005.0, 181.66, -80.75, 408.16, -75.71, -1.04, 81.61, 34.92, -57.89, 58.72, 3.8, -16.34, 4.41, 9.56, 4.6, -20.44, -0.49, 4.72, 0.0083, 2.52, -8.19, -4.74, -9.23, -12.37, -132.1, 45.4, 187.8, 0.0108, -277.12, 3.52, 11.16, -0.042, -0.042, -0.042, -0.042, 0.0068, 0.0097, 1.2, -11.6, 11.65, -6.5, -0.45, 1.835, -3.31, -1.025, -17.21, 46.28, 147.34, -0.1068, 0.1694, -0.1598, -0.0256, -0.29, 0.77, -35.53, 2.84, 42.11
2009-12-2, 21.91, 9.54, 4.39, 3.69, 121.5, 41.8, 0.0, -0.0655, -0.1345, 0.034, -1.38, -0.72, -0.42, 1363.96, 1212.15, 174.97, 150.66, 58.27, 45.26, 34.4, 89.3, 13.23, 15.04, 12.64, 0.056, 0.056, -1.68, -0.79, 31.21, 26.3, 35.31, 41.53, -1.21, -1.36, -1.04, -0.37, 0.086, 0.086, 0.086, 0.086, 0.13, -8.82, -1.66, -0.0092, -0.0023, -0.0042, -0.0131, 1259.0, 1280.0, 1315.0, 793.47, 1002.43, 235.25, 111.13, 16.65, 47.22, 126.74, 142.69, 105.77, 0.75, 17.69, -3.01, 1.2, -2.12, 7.19, -15.64, -2.9, 0.0103, 9.47, 6.05, 10.41, 15.01, 8.32, 217.4, 3.6, 132.3, 0.0011, 627.89, 230.11, 36.66, -0.028, -0.028, -0.028, -0.028, 0.0088, 0.002, 0.56, -7.4, -6.6, -5.0, -2.9, 14.97, 10.32, 8.18, 260.12, 129.33, 0.0, -0.1304, -0.0664, -0.0939, -0.077, 0.4, 0.44, 68.77, 19.81, 18.28
2009-12-3, 23.37, 1.0, 2.54, 6.16, 15.2, 36.3, 92.3, -0.0185, 0.0105, -0.04, -0.41, -0.81, -0.71, 206.39, 381.74, 1361.34, 5.07, 36.62, 99.18, 6.41, 1.25, 0.38, 3.3, 6.4, 0.028, 0.033, -9.71, -10.85, 9.22, 16.28, 16.31, 15.59, -0.385, -0.95, -0.735, -0.65, 0.03, 0.03, 0.03, 0.03, -6.52, 0.33, -5.87, 0.0046, -0.0097, -0.0063, 0.0027, 30.0, 355.0, 320.0, 361.21, 251.04, 669.23, 14.46, 41.83, 56.48, -18.9, 0.6, 42.21, 0.7, 3.22, 2.92, 8.3, 2.76, -3.21, 3.51, 6.48, -0.0002, 6.89, 6.5, 9.12, 6.43, -0.1, 6.7, 52.3, 52.3, 0.0157, 16.83, 171.56, 19.06, 0.03, 0.03, 0.03, 0.03, -0.0024, 0.0061, -1.98, -3.0, -4.4, -5.6, -2.0, 3.41, 6.0, 11.92, 72.41, 86.88, 260.12, -0.1557, -0.1505, -0.1016, -0.1214, 0.99, 0.29, 26.56, 34.17, 50.13
2009-12-4, 9.76, 1.17, 2.15, 1.42, -14.4, 23.9, 28.9, -0.0045, -0.0435, -0.056, -0.37, -0.36, -0.16, -299.98, 197.11, -104.39, -11.33, 39.64, 2.72, -14.68, 8.45, -9.32, 1.7, -6.55, -0.012, 0.004, -0.6, -0.36, -11.89, 11.91, 5.2, -5.78, -0.325, -0.78, -0.265, -0.12, 0.065, 0.065, 0.065, 0.065, -0.43, -2.7, -0.32, 0.0039, 0.0052, 0.006999999999999999, 0.0032, -170.0, 165.0, -300.0, -144.36, -0.78, 292.83, 57.54, 59.35, 52.5, -86.53, -4.08, -47.54, 0.95, -2.46, 7.93, 8.95, 2.59, -13.01, 2.73, -2.62, 0.0, -7.31, 8.25, 1.67, -1.14, 2.38, 36.5, 67.8, 93.1, 0.0006, 43.06, 177.41, 28.48, -0.01, -0.01, -0.01, -0.01, -0.0018, 0.0007, -4.9, -2.5, -9.5, -2.1, -4.5, 13.79, 11.25, 11.86, -143.18, 13.9, -78.31, -0.1448, -0.1707, -0.1985, -0.1129, 0.64, 1.0, 8.52, 24.28, 28.91
