@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute RTSI_Now numeric
@attribute RTSI_Open numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute Nifty_High numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute Copper_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute HKD_KRW_High numeric
@attribute HKD_KRW_Low numeric
@attribute USD_CAD_Now numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_High numeric
@attribute USD_CAD_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_Now numeric
@attribute WTI_Open numeric
@attribute WTI_High numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute OMXS_Open numeric
@attribute OMXS_High numeric
@attribute OMXS_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute GBP_KRW_High numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute Russell_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute IDX_Now numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute NZD_USD_Low numeric
@attribute CSE_Now numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute CSE_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_High numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Now numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2013-05-16, 1986.81, 6693.55, 6686.06, 6701.68, 6669.04, 54936.41, 54667.9, 55215.64, 54487.57, 8362.42, 8333.61, 8368.06, 8299.83, 1391.01, 1412.69, 1426.85, 1385.47, 1391.98, 1405.65, 1409.63, 1384.99, 6146.75, 6018.85, 6157.1, 6018.85, 1658.78, 1649.13, 1661.49, 1646.68, 3.267, 3.287, 3.287, 3.236, 3471.62, 3455.67, 3475.48, 3452.31, 143.625, 142.95, 143.695, 142.95, 1.0158, 1.0181, 1.0219, 1.0154, 54719.0, 54400.0, 55155.0, 54315.0, 20.349, 20.2412, 20.3881, 20.2412, 94.3, 94.13, 94.44, 92.13, 41905.23, 41930.84, 42409.21, 41828.15, 15275.69, 15211.87, 15301.34, 15175.39, 138.0, 138.1, 138.1, 138.0, 1230.12, 1224.04, 1230.4, 1222.91, 103.68, 102.7, 103.82, 101.2, 1698.43, 1687.51, 1702.67, 1687.18, 1.2335, 1.2286, 1.2362, 1.2264, 988.54, 985.91, 991.55, 983.07, 1396.5, 1425.7, 1425.7, 1390.1, 650.75, 652.0, 659.75, 645.0, 5089.88, 5085.65, 5103.89, 5077.83, 4.37, 4.4060000000000015, 4.409, 4.324, 0.8243, 0.8195, 0.8255, 0.8173, 6221.12, 6202.87, 6241.02, 6200.77, 1114.82, 1109.82, 1115.3, 1109.82, 1212.06, 1210.19, 1215.9433333333334, 1207.5133333333333, 12473.65, 12526.07, 12575.01, 12439.13, 1630.09, 1631.31, 1635.42, 1627.85, 2.8801, 2.8710000000000004, 2.8848, 2.8193, 22.643, 23.24, 23.24, 22.48, 2730.89, 2715.34
2013-05-20, 1982.43, 6687.8, 6693.55, 6714.48, 6677.15, 54772.62, 54943.26, 55538.62, 54592.32, 8369.87, 8348.54, 8401.28, 8324.23, 1380.58, 1391.01, 1397.47, 1380.06, 1373.65, 1392.54, 1395.16, 1373.27, 6169.9, 6128.25, 6187.3, 6128.25, 1650.47, 1658.07, 1660.51, 1648.6, 3.292, 3.2680000000000002, 3.303, 3.239, 3465.24, 3473.16, 3485.95, 3462.24, 143.975, 143.59, 144.035, 143.3, 1.0194, 1.0154, 1.021, 1.0147, 54672.0, 54655.0, 55500.0, 54450.0, 20.4023, 20.3435, 20.4508, 20.3011, 95.16, 94.34, 95.57, 93.23, 41761.11, 41912.15, 41951.61, 41755.65, 15233.22, 15273.92, 15302.49, 15215.82, 138.35, 139.6, 139.95, 139.6, 1235.0, 1230.61, 1239.91, 1228.82, 103.8, 103.74, 104.4, 102.95, 1706.85, 1698.01, 1712.88, 1693.93, 1.2285, 1.2328, 1.2362, 1.226, 985.34, 988.48, 990.44, 983.08, 1387.1, 1390.4, 1395.1, 1370.6, 641.5, 650.25, 652.0, 640.25, 5078.68, 5091.56, 5113.14, 5076.97, 4.297, 4.3180000000000005, 4.332, 4.242, 0.8162, 0.8237, 0.8271, 0.8137, 6287.0, 6225.23, 6296.35, 6221.12, 1117.74, 1114.82, 1118.18, 1112.5, 1215.76, 1217.59, 1220.48, 1214.35, 12507.6, 12473.39, 12562.98, 12463.4, 1617.89, 1632.53, 1634.78, 1611.18, 2.9087, 2.8795, 2.9192, 2.8577, 22.643, 22.68, 22.71, 22.075, 2734.93, 2717.27
2013-05-21, 1981.09, 6755.63, 6723.06, 6755.63, 6709.14, 55700.77, 55161.95, 55704.57, 54630.26, 8455.83, 8434.97, 8456.24, 8401.74, 1417.05, 1405.34, 1424.87, 1405.34, 1406.86, 1401.43, 1413.39, 1399.72, 6156.9, 6198.0, 6229.45, 6146.05, 1666.29, 1665.71, 1672.84, 1663.52, 3.3569999999999998, 3.29, 3.365, 3.29, 3496.43, 3490.46, 3509.41, 3488.13, 144.015, 143.91, 144.345, 143.7, 1.0242, 1.0276, 1.0297, 1.0215, 55631.0, 55100.0, 55570.0, 54500.0, 20.3109, 20.3482, 20.4102, 20.2591, 96.71, 95.93, 97.11, 95.23, 41080.43, 41810.01, 41901.46, 40934.32, 15335.28, 15348.33, 15391.84, 15314.15, 133.85, 132.6, 132.6, 132.6, 1243.37, 1245.95, 1250.1, 1240.04, 104.8, 104.75, 105.31, 103.83, 1705.38, 1695.2, 1708.28, 1693.41, 1.2302, 1.2238, 1.2329, 1.2232, 997.98, 996.24, 1001.5, 994.3, 1384.3, 1342.9, 1391.9, 1342.9, 649.5, 652.0, 660.75, 642.75, 5214.98, 5164.94, 5243.51, 5164.94, 4.2010000000000005, 4.194, 4.2010000000000005, 4.167, 0.8173, 0.8069, 0.8179, 0.8061, 6466.67, 6397.07, 6484.42, 6380.7, 1117.91, 1117.55, 1120.53, 1115.82, 1230.16, 1221.58, 1231.96, 1219.53, 12625.015, 12571.45, 12684.76, 12538.225, 1643.4, 1636.94, 1646.59, 1636.21, 2.9508, 2.9396, 2.9610000000000003, 2.9215, 22.568, 22.28, 22.8, 21.01, 2744.51, 2727.9
2013-05-22, 1993.83, 6803.87, 6755.63, 6803.87, 6744.2, 56265.32, 55698.55, 56265.32, 55378.89, 8472.2, 8446.78, 8476.18, 8397.54, 1433.02, 1417.05, 1437.11, 1412.14, 1422.99, 1406.94, 1425.74, 1399.41, 6114.1, 6152.35, 6180.25, 6102.35, 1669.16, 1666.2, 1674.93, 1662.67, 3.339, 3.367, 3.3710000000000004, 3.333, 3502.12, 3495.46, 3512.15, 3486.88, 143.21, 143.98, 144.11, 142.96, 1.0265, 1.024, 1.0324, 1.0236, 56202.0, 55600.0, 56270.0, 55290.0, 20.0506, 20.2737, 20.3009, 20.0112, 96.16, 96.7, 96.97, 95.5, 40548.44, 41085.05, 41204.99, 40199.7, 15387.58, 15334.97, 15434.5, 15325.68, 132.7, 135.7, 135.85, 132.25, 1248.14, 1241.96, 1248.16, 1236.31, 103.91, 104.78, 105.15, 103.51, 1684.53, 1704.92, 1709.07, 1678.15, 1.2352, 1.2293, 1.2394, 1.2249, 998.78, 997.97, 1000.59, 995.2, 1377.8, 1386.5, 1392.3, 1358.5, 640.0, 644.75, 647.0, 632.5, 5188.76, 5225.59, 5251.3, 5161.99, 4.1819999999999995, 4.206, 4.213, 4.158, 0.8169, 0.8169, 0.8212, 0.8116, 6441.64, 6476.33, 6486.15, 6423.04, 1111.5, 1118.69, 1118.69, 1110.8, 1232.23, 1231.25, 1234.03, 1227.92, 12742.43, 12669.51, 12806.54, 12613.05, 1643.43, 1645.78, 1649.77, 1639.49, 2.929, 2.9548, 2.9572, 2.9166, 22.441999999999997, 22.5, 22.515, 22.34, 2742.82, 2716.2
2013-05-23, 1969.19, 6840.27, 6803.87, 6875.62, 6781.45, 56429.27, 56268.62, 57098.62, 56036.99, 8530.89, 8467.56, 8557.86, 8434.83, 1461.93, 1433.02, 1471.56, 1431.37, 1448.42, 1423.11, 1453.58, 1422.4, 6094.5, 6127.05, 6147.6, 6074.45, 1655.35, 1669.39, 1687.18, 1648.86, 3.377, 3.397, 3.405, 3.364, 3463.3, 3503.48, 3532.04, 3446.96, 143.545, 143.08, 143.585, 143.07, 1.037, 1.0267, 1.0389, 1.025, 56439.0, 56330.0, 57150.0, 56050.0, 20.0153, 20.0368, 20.1337, 20.0045, 94.28, 95.9, 96.19, 94.01, 40119.02, 40533.68, 40969.54, 39973.42, 15307.17, 15387.12, 15542.4, 15265.96, 128.45, 133.3, 133.7, 128.25, 1254.57, 1248.96, 1257.56, 1246.28, 102.6, 103.52, 103.79, 102.22, 1676.48, 1682.63, 1688.91, 1672.78, 1.2284, 1.2342, 1.2373, 1.2228, 982.26, 998.76, 1008.23, 977.41, 1367.6, 1387.2, 1395.7, 1364.5, 658.5, 640.25, 659.25, 637.75, 5208.0, 5188.52, 5235.76, 5185.55, 4.184, 4.163, 4.204, 4.162, 0.8077, 0.8163, 0.8205, 0.8053, 6461.62, 6443.4, 6481.16, 6441.64, 1114.05, 1110.7, 1114.27, 1110.7, 1232.71, 1232.92, 1235.33, 1227.86, 12752.5, 12801.49, 12889.26, 12735.58, 1631.27, 1642.46, 1648.3, 1629.47, 2.8736, 2.9172, 2.9173, 2.8688, 22.458000000000002, 22.345, 22.66, 22.345, 2750.35, 2732.41
2013-05-24, 1973.45, 6696.79, 6840.27, 6840.27, 6658.77, 56349.91, 56423.39, 56423.39, 55379.26, 8351.98, 8410.06, 8412.25, 8281.11, 1400.84, 1461.93, 1463.84, 1395.63, 1396.91, 1448.56, 1449.62, 1393.21, 5967.05, 6050.4, 6081.45, 5955.7, 1650.51, 1651.62, 1655.5, 1635.53, 3.3, 3.3, 3.3160000000000003, 3.266, 3459.42, 3426.07, 3467.13, 3422.51, 145.41, 143.51, 145.48, 143.5, 1.0305, 1.0368, 1.0395, 1.0286, 56389.0, 55615.0, 56345.0, 55380.0, 20.2602, 20.0081, 20.3259, 20.0081, 94.25, 94.18, 94.46, 92.21, 40505.27, 40119.36, 40508.8, 39468.13, 15294.5, 15300.57, 15348.41, 15180.23, 130.05, 128.8, 131.8, 128.05, 1224.45, 1232.3, 1234.17, 1216.05, 102.44, 102.25, 102.68, 100.64, 1705.39, 1676.01, 1707.76, 1673.78, 1.2321, 1.2278, 1.2355, 1.2159, 984.28, 982.25, 984.28, 970.63, 1392.0, 1380.6, 1394.8, 1377.8, 662.0, 658.0, 669.75, 653.0, 5121.4, 5203.33, 5209.14, 5089.93, 4.3069999999999995, 4.226, 4.335, 4.213, 0.8136, 0.8074, 0.8171, 0.8004, 6488.85, 6461.0, 6515.76, 6461.0, 1128.8, 1114.3, 1129.3, 1114.3, 1215.4, 1218.76, 1219.37, 1211.42, 12658.09, 12648.79, 12748.57, 12598.87, 1607.46, 1624.33, 1629.57, 1582.76, 2.86, 2.8715, 2.873, 2.8225, 22.494, 22.05, 22.36, 22.035, 2711.08, 2691.35
2013-05-27, 1979.97, 6654.34, 6696.79, 6720.08, 6640.08, 56406.21, 56349.91, 56506.04, 55901.06, 8305.32, 8390.16, 8391.02, 8262.64, 1388.52, 1400.84, 1413.73, 1383.44, 1380.88, 1397.75, 1404.78, 1376.28, 5983.55, 6010.7, 6015.3, 5936.8, 1649.6, 1646.67, 1649.78, 1636.88, 3.292, 3.295, 3.301, 3.281, 3459.14, 3438.28, 3459.47, 3429.31, 145.33, 145.35, 145.81, 144.63, 1.0318, 1.0305, 1.0358, 1.0297, 56539.0, 56045.0, 56545.0, 55970.0, 20.2118, 20.2467, 20.3445, 20.1471, 94.15, 94.37, 94.39, 93.04, 40521.27, 40505.61, 40561.51, 39979.98, 15303.1, 15290.74, 15306.71, 15199.63, 127.25, 130.65, 130.75, 126.8, 1217.06, 1229.81, 1231.29, 1214.82, 102.64, 102.55, 102.79, 101.65, 1706.6, 1704.37, 1710.05, 1694.49, 1.2196, 1.2317, 1.2325, 1.2179, 984.28, 980.4, 984.34, 973.88, 1386.8, 1386.8, 1386.8, 1386.8, 657.25, 660.5, 664.75, 655.5, 5155.09, 5131.69, 5174.67, 5130.57, 4.444, 4.314, 4.4510000000000005, 4.2989999999999995, 0.8096, 0.8129, 0.8155, 0.8064, 6467.695, 6477.545, 6521.935, 6452.385, 1128.22, 1129.0, 1131.95, 1123.45, 1220.48, 1221.995, 1223.3049999999996, 1217.185, 12667.22, 12617.19, 12670.65, 12620.01, 1600.28, 1611.125, 1614.045, 1584.04, 2.8569, 2.858, 2.8622, 2.8345, 22.482, 22.33, 22.33, 22.33, 2723.93, 2689.19
2013-05-28, 1986.22, 6708.175, 6675.565000000001, 6755.3899999999985, 6647.21, 56395.94, 56414.73, 56562.35, 56352.61, 8383.3, 8346.6, 8386.86, 8338.32, 1385.08, 1388.52, 1395.36, 1380.24, 1378.29, 1380.92, 1389.91, 1373.2, 6083.15, 5989.4, 6099.9, 5975.55, 1654.83, 1649.65, 1661.995, 1644.755, 3.302, 3.2975, 3.3160000000000003, 3.2889999999999997, 3474.015, 3468.09, 3487.135, 3452.35, 144.6, 145.23, 145.57, 144.31, 1.0339, 1.0309, 1.0345, 1.0297, 56542.0, 56550.0, 56690.0, 56365.0, 20.2006, 20.1965, 20.2747, 20.1311, 93.83, 93.54, 94.03, 93.25, 40144.65, 40521.94, 40571.87, 39972.84, 15356.245, 15299.035, 15414.1, 15253.48, 126.85, 129.1, 129.475, 126.3, 1231.68, 1221.93, 1231.68, 1220.68, 102.62, 102.52, 102.65, 102.1, 1695.4, 1705.34, 1709.81, 1692.91, 1.2147, 1.2205, 1.2213, 1.212, 990.815, 982.325, 994.88, 979.065, 1395.95, 1385.95, 1396.15, 1384.15, 661.875, 659.75, 667.25, 655.25, 5085.14, 5145.18, 5150.68, 5076.19, 4.331, 4.393, 4.394, 4.33, 0.8085, 0.809, 0.8109999999999999, 0.8059999999999999, 6446.54, 6494.09, 6528.11, 6443.77, 1122.6, 1127.92, 1130.1, 1120.75, 1225.56, 1225.23, 1227.24, 1222.95, 12696.37, 12688.57, 12703.13, 12662.76, 1593.1, 1597.92, 1598.52, 1585.32, 2.8673, 2.8457, 2.8680000000000003, 2.8388, 22.585, 22.34, 22.708000000000002, 22.288, 2716.89, 2702.6
2013-05-29, 2001.2, 6762.01, 6654.34, 6790.7, 6654.34, 56036.26, 56399.27, 56978.67, 56008.52, 8480.87, 8432.46, 8526.42, 8424.4, 1399.11, 1385.08, 1409.64, 1384.77, 1397.72, 1378.25, 1404.4, 1378.07, 6111.25, 6086.35, 6127.65, 6055.4, 1660.06, 1652.63, 1674.21, 1652.63, 3.312, 3.3, 3.3310000000000004, 3.2969999999999997, 3488.89, 3497.9, 3514.8, 3475.39, 145.32, 144.55, 145.33, 144.19, 1.04, 1.0342, 1.0411, 1.0323, 56015.0, 56850.0, 57085.0, 56120.0, 20.1064, 20.1925, 20.3013, 20.0903, 95.01, 93.89, 95.92, 93.23, 40764.04, 40147.25, 40769.03, 40147.25, 15409.39, 15307.33, 15521.49, 15307.33, 126.45, 127.55, 128.2, 125.8, 1244.04, 1236.4, 1245.8, 1236.4, 104.23, 102.51, 104.69, 102.48, 1697.09, 1694.71, 1705.66, 1690.85, 1.2219, 1.2139, 1.2262, 1.2119, 997.35, 984.25, 1005.42, 984.25, 1379.1, 1380.8, 1392.5, 1379.8, 666.5, 659.0, 669.75, 655.0, 5176.23, 5072.23, 5186.82, 5072.23, 4.294, 4.33, 4.334, 4.2589999999999995, 0.8075, 0.8079999999999999, 0.8127, 0.8058, 6434.7, 6447.39, 6463.88, 6429.43, 1128.27, 1122.45, 1128.27, 1119.6, 1241.17, 1233.44, 1242.6, 1233.23, 12750.52, 12755.63, 12798.54, 12704.66, 1619.57, 1594.03, 1619.59, 1593.02, 2.9066, 2.8541, 2.9208, 2.8425, 22.18, 22.595, 22.595, 22.18, 2740.76, 2718.91
2013-05-30, 2000.1, 6627.17, 6762.01, 6762.01, 6620.82, 54634.69, 56032.13, 56032.13, 54634.69, 8336.58, 8437.21, 8445.46, 8316.7, 1360.06, 1399.11, 1402.57, 1359.58, 1361.43, 1397.54, 1397.54, 1360.92, 6104.3, 6120.45, 6125.05, 6069.8, 1648.36, 1656.57, 1656.57, 1640.05, 3.2910000000000004, 3.272, 3.282, 3.272, 3467.52, 3471.67, 3479.53, 3450.4, 145.855, 145.29, 146.075, 145.28, 1.0352, 1.0396, 1.0421, 1.0342, 54658.0, 55620.0, 55775.0, 54665.0, 20.1129, 20.0975, 20.2128, 20.0824, 93.13, 95.05, 95.22, 92.83, 40638.97, 40762.28, 40927.26, 40410.01, 15302.8, 15399.94, 15400.25, 15229.53, 127.6, 126.55, 128.0, 126.0, 1222.37, 1237.86, 1238.24, 1220.49, 102.43, 104.32, 104.37, 102.17, 1713.58, 1696.62, 1715.45, 1694.02, 1.2199, 1.2211, 1.2239, 1.2096, 986.96, 997.27, 997.27, 980.52, 1391.3, 1391.3, 1391.3, 1391.3, 665.0, 666.0, 668.25, 651.5, 5200.69, 5189.43, 5225.08, 5153.09, 4.404, 4.346, 4.415, 4.317, 0.8095, 0.8071, 0.8162, 0.8047, 6455.81, 6437.89, 6470.22, 6434.7, 1132.45, 1128.39, 1134.03, 1128.39, 1232.07, 1240.61, 1241.33, 1231.21, 12732.61, 12677.44, 12750.52, 12658.57, 1601.61, 1618.78, 1624.87, 1599.92, 2.8695, 2.9085, 2.9085, 2.865, 22.445, 22.37, 22.37, 22.37, 2716.12, 2683.7
2013-05-31, 2001.05, 6656.99, 6627.17, 6656.99, 6611.03, 54070.385, 55332.33, 55403.96, 53788.455, 8400.2, 8314.2, 8416.36, 8293.96, 1350.42, 1360.06, 1369.5, 1346.37, 1361.26, 1361.16, 1373.35, 1355.46, 6124.05, 6072.15, 6133.75, 6072.15, 1654.41, 1649.14, 1661.91, 1648.61, 3.3110000000000004, 3.28, 3.323, 3.258, 3491.3, 3473.21, 3503.82, 3473.04, 145.42, 145.81, 145.89, 145.04, 1.0299, 1.0352, 1.039, 1.0293, 54018.0, 54965.0, 55255.0, 53765.0, 20.0236, 20.1017, 20.1522, 19.9496, 93.61, 92.89, 93.99, 91.65, 40984.5, 40648.36, 41250.8, 40648.36, 15324.53, 15306.02, 15398.7, 15280.99, 125.85, 128.0, 128.55, 125.2, 1225.18, 1217.7, 1229.04, 1216.66, 102.19, 102.4, 102.85, 101.08, 1719.85, 1712.69, 1720.53, 1702.86, 1.2152, 1.2192, 1.2266, 1.2132, 994.43, 986.92, 995.72, 986.92, 1411.5, 1392.1, 1417.5, 1388.3, 654.25, 663.75, 667.25, 649.5, 5129.65, 5178.64, 5178.64, 5111.15, 4.34, 4.436, 4.452, 4.3389999999999995, 0.8074, 0.8093, 0.8124, 0.8003, 6455.12, 6456.89, 6475.53, 6451.48, 1129.03, 1132.58, 1132.58, 1126.55, 1232.0, 1230.0, 1234.86, 1224.51, 12746.55, 12745.22, 12767.55, 12725.9, 1581.32, 1589.9, 1598.18, 1577.88, 2.8431, 2.8635, 2.872, 2.8274, 22.674, 22.335, 22.93, 22.335, 2700.9, 2678.86
2013-06-03, 1989.57, 6583.09, 6656.99, 6657.07, 6577.75, 53506.08, 54632.53, 54775.79, 52942.22, 8348.84, 8385.38, 8401.63, 8297.03, 1331.43, 1350.42, 1362.81, 1321.84, 1350.17, 1362.0, 1372.24, 1340.53, 5985.95, 6098.7, 6106.25, 5975.55, 1630.74, 1652.13, 1658.99, 1630.74, 3.2889999999999997, 3.3080000000000003, 3.312, 3.265, 3455.91, 3478.22, 3500.67, 3455.84, 145.73, 145.36, 145.74, 144.71, 1.0378, 1.0299, 1.0384, 1.0292, 53378.0, 54310.0, 54735.0, 52865.0, 19.994, 20.0138, 20.0541, 19.9163, 91.97, 93.64, 93.85, 91.56, 41588.32, 40990.88, 41590.26, 40740.84, 15115.57, 15322.22, 15392.38, 15115.57, 127.05, 125.95, 127.85, 125.05, 1214.77, 1225.55, 1225.55, 1209.56, 100.39, 102.12, 102.38, 100.03, 1719.46, 1718.71, 1723.68, 1710.68, 1.2103, 1.2141, 1.2202, 1.2068, 984.14, 994.41, 994.53, 983.79, 1392.6, 1412.4, 1421.1, 1384.2, 662.0, 654.0, 665.75, 652.25, 5068.63, 5135.25, 5149.34, 5068.63, 4.4319999999999995, 4.346, 4.4510000000000005, 4.341, 0.7939, 0.8069, 0.8103, 0.7934, 6463.06, 6458.33, 6474.72, 6446.01, 1131.26, 1129.33, 1131.3, 1124.25, 1229.8, 1226.495, 1231.955, 1222.225, 12650.42, 12691.36, 12745.66, 12620.08, 1562.07, 1589.59, 1595.12, 1555.23, 2.7923, 2.8433, 2.8433, 2.7775, 22.228, 22.245, 22.28, 22.14, 2685.3, 2649.36
2013-06-04, 1989.51, 6525.12, 6583.09, 6583.09, 6514.08, 53944.36, 53512.25, 53993.32, 53143.42, 8285.8, 8291.49, 8395.56, 8214.78, 1319.01, 1331.43, 1337.08, 1302.97, 1337.4, 1350.17, 1353.47, 1324.92, 5939.3, 5997.35, 6011.0, 5916.35, 1640.42, 1631.71, 1640.42, 1622.72, 3.327, 3.299, 3.333, 3.295, 3465.37, 3460.76, 3465.84, 3419.39, 144.3, 145.62, 145.73, 143.94, 1.0278, 1.036, 1.0385, 1.0261, 53918.0, 53595.0, 53950.0, 53055.0, 19.7634, 19.9772, 20.0114, 19.71, 93.45, 91.73, 93.7, 91.26, 41094.82, 41587.63, 41590.17, 40849.92, 15254.03, 15123.55, 15254.11, 15123.55, 129.0, 127.05, 129.4, 125.5, 1209.71, 1207.63, 1222.66, 1202.39, 102.06, 100.15, 102.48, 99.66, 1716.14, 1717.24, 1734.25, 1712.92, 1.2239, 1.2169, 1.2245, 1.2089, 990.53, 984.13, 991.82, 976.05, 1411.7, 1389.1, 1416.3, 1388.3, 655.75, 661.25, 669.0, 643.75, 4971.35, 5053.55, 5055.83, 4958.81, 4.485, 4.457, 4.522, 4.447, 0.8088, 0.7962, 0.8119, 0.7941, 6451.68, 6458.86, 6474.92, 6436.89, 1120.09, 1131.26, 1131.26, 1118.11, 1227.6, 1222.99, 1229.05, 1219.94, 12609.8, 12661.22, 12681.22, 12570.91, 1539.26, 1556.51, 1564.66, 1535.77, 2.8334, 2.7805, 2.8466, 2.764, 22.715, 22.335, 22.87, 22.305, 2655.44, 2615.77
2013-06-05, 1959.19, 6558.58, 6525.12, 6577.0, 6525.12, 54017.9, 53944.36, 54289.07, 53497.96, 8295.96, 8358.68, 8384.36, 8274.94, 1322.39, 1319.01, 1343.25, 1319.01, 1341.62, 1337.52, 1358.03, 1337.44, 5919.45, 5941.1, 5981.6, 5910.25, 1631.38, 1640.73, 1646.53, 1623.62, 3.365, 3.327, 3.362, 3.327, 3445.26, 3467.02, 3482.75, 3430.02, 144.77, 144.2, 144.79, 144.14, 1.0341, 1.0278, 1.0364, 1.0273, 54024.0, 53800.0, 54250.0, 53440.0, 19.8843, 19.7449, 19.9053, 19.7449, 93.31, 93.35, 94.41, 92.38, 40750.4, 41090.15, 41238.53, 40750.4, 15177.54, 15255.22, 15304.98, 15100.78, 127.65, 129.0, 129.1, 127.1, 1207.56, 1214.99, 1220.0, 1205.47, 103.24, 102.02, 103.58, 101.47, 1720.26, 1714.83, 1721.36, 1711.85, 1.2085, 1.2232, 1.2242, 1.2042, 981.97, 990.52, 994.56, 975.43, 1397.1, 1410.9, 1414.1, 1389.0, 660.5, 655.5, 664.25, 648.0, 5021.61, 4971.97, 5021.61, 4936.56, 4.415, 4.434, 4.449, 4.413, 0.8016, 0.8085, 0.8105, 0.7963, 6449.66, 6452.37, 6460.38, 6431.28, 1123.36, 1119.79, 1123.54, 1119.45, 1231.83, 1227.77, 1232.06, 1226.96, 12593.97, 12600.46, 12636.38, 12568.94, 1555.61, 1544.34, 1556.97, 1524.58, 2.8649, 2.8431, 2.877, 2.8209, 22.4, 22.63, 22.63, 22.33, 2654.67, 2637.94
